AUDITORIA ESTRUCTURAL — Bloque D: columnas
Generado: 2026-06-19T07:07:51.802Z
Filas: 2224
================================================================================

column_default	column_name	data_type	is_nullable	table_name
	receiver_signature	text	YES	treasury_transfers
	received_at	timestamp with time zone	YES	treasury_transfers
	pdf_url	text	YES	treasury_transfers
	notes	text	YES	treasury_transfers
now()	created_at	timestamp with time zone	NO	treasury_transfers
now()	updated_at	timestamp with time zone	NO	treasury_transfers
	id	text	YES	unified_system_monitor
	source_id	uuid	YES	unified_system_monitor
	source_table	text	YES	unified_system_monitor
	created_at	timestamp with time zone	YES	unified_system_monitor
	user_id	uuid	YES	unified_system_monitor
	user_email	text	YES	unified_system_monitor
	user_role	text	YES	unified_system_monitor
	error_type	text	YES	unified_system_monitor
	error_message	text	YES	unified_system_monitor
	error_translated	text	YES	unified_system_monitor
	stack_trace	text	YES	unified_system_monitor
	component	text	YES	unified_system_monitor
	page_url	text	YES	unified_system_monitor
	action	text	YES	unified_system_monitor
	metadata	jsonb	YES	unified_system_monitor
	is_resolved	boolean	YES	unified_system_monitor
	is_live_error	boolean	YES	unified_system_monitor
gen_random_uuid()	id	uuid	NO	user_permissions
	user_id	uuid	YES	user_permissions
	permission_id	uuid	YES	user_permissions
true	granted	boolean	YES	user_permissions
now()	created_at	timestamp with time zone	YES	user_permissions
	id	uuid	YES	v_billing_masivo_pending
	school_id	uuid	YES	v_billing_masivo_pending
	created_at	timestamp with time zone	YES	v_billing_masivo_pending
	payment_method	text	YES	v_billing_masivo_pending
	amount	numeric	YES	v_billing_masivo_pending
	dia_venta_lima	date	YES	v_billing_masivo_pending
	monto_boleteable	numeric	YES	v_billing_masivo_pending
	dias_desde_venta	integer	YES	v_billing_masivo_pending
	es_extemporaneo	boolean	YES	v_billing_masivo_pending
	metadata	jsonb	YES	v_billing_masivo_pending
	id	uuid	YES	v_branch_supply_receipts_summary
	receipt_number	text	YES	v_branch_supply_receipts_summary
	school_id	uuid	YES	v_branch_supply_receipts_summary
	school_name	character varying	YES	v_branch_supply_receipts_summary
	supplier_id	uuid	YES	v_branch_supply_receipts_summary
	supplier_name	text	YES	v_branch_supply_receipts_summary
	supplier_ruc	text	YES	v_branch_supply_receipts_summary
	submitted_by	uuid	YES	v_branch_supply_receipts_summary
	doc_type	text	YES	v_branch_supply_receipts_summary
	doc_number	text	YES	v_branch_supply_receipts_summary
	declared_total	numeric	YES	v_branch_supply_receipts_summary
	prices_include_igv	boolean	YES	v_branch_supply_receipts_summary
	evidence_path	text	YES	v_branch_supply_receipts_summary
	match_matched	boolean	YES	v_branch_supply_receipts_summary
	match_delta_cents	numeric	YES	v_branch_supply_receipts_summary
	match_lines_sum	numeric	YES	v_branch_supply_receipts_summary
	status	text	YES	v_branch_supply_receipts_summary
	notes	text	YES	v_branch_supply_receipts_summary
	reviewed_by	uuid	YES	v_branch_supply_receipts_summary
	reviewed_at	timestamp with time zone	YES	v_branch_supply_receipts_summary
	rejection_reason	text	YES	v_branch_supply_receipts_summary
	replaces_receipt_id	uuid	YES	v_branch_supply_receipts_summary
	submitted_at	timestamp with time zone	YES	v_branch_supply_receipts_summary
	updated_at	timestamp with time zone	YES	v_branch_supply_receipts_summary
	items_count	bigint	YES	v_branch_supply_receipts_summary
	items_sum_live	numeric	YES	v_branch_supply_receipts_summary
	is_quick	boolean	YES	v_branch_supply_receipts_summary
	id	uuid	YES	v_cash_reconciliation
	school_id	uuid	YES	v_cash_reconciliation
	status	text	YES	v_cash_reconciliation
	opened_at	timestamp with time zone	YES	v_cash_reconciliation
	closed_at	timestamp with time zone	YES	v_cash_reconciliation
	monto_declarado	numeric	YES	v_cash_reconciliation
	monto_sistema_efectivo	numeric	YES	v_cash_reconciliation
	diferencia_caja	numeric	YES	v_cash_reconciliation
	estado_arqueo	text	YES	v_cash_reconciliation
	justificacion	text	YES	v_cash_reconciliation
	id	uuid	YES	v_combos_runtime_status
	name	character varying	YES	v_combos_runtime_status
	active	boolean	YES	v_combos_runtime_status
	is_archived	boolean	YES	v_combos_runtime_status
	valid_from	date	YES	v_combos_runtime_status
	valid_until	date	YES	v_combos_runtime_status
	runtime_status	text	YES	v_combos_runtime_status
	is_sellable_now	boolean	YES	v_combos_runtime_status
	id	uuid	YES	v_lunch_orders_unified
	student_id	uuid	YES	v_lunch_orders_unified
	order_date	date	YES	v_lunch_orders_unified
	status	text	YES	v_lunch_orders_unified
	created_at	timestamp with time zone	YES	v_lunch_orders_unified
	updated_at	timestamp with time zone	YES	v_lunch_orders_unified
	created_by	uuid	YES	v_lunch_orders_unified
	notes	text	YES	v_lunch_orders_unified
	teacher_id	uuid	YES	v_lunch_orders_unified
	delivered_at	timestamp with time zone	YES	v_lunch_orders_unified
	cancelled_at	timestamp with time zone	YES	v_lunch_orders_unified
	postponed_at	timestamp with time zone	YES	v_lunch_orders_unified
	cancellation_reason	text	YES	v_lunch_orders_unified
	postponement_reason	text	YES	v_lunch_orders_unified
	delivered_by	uuid	YES	v_lunch_orders_unified
	cancelled_by	uuid	YES	v_lunch_orders_unified
	postponed_by	uuid	YES	v_lunch_orders_unified
	is_no_order_delivery	boolean	YES	v_lunch_orders_unified
	category_id	uuid	YES	v_lunch_orders_unified
	menu_id	uuid	YES	v_lunch_orders_unified
	manual_name	character varying	YES	v_lunch_orders_unified
	payment_method	character varying	YES	v_lunch_orders_unified
	payment_details	jsonb	YES	v_lunch_orders_unified
	school_id	uuid	YES	v_lunch_orders_unified
	is_cancelled	boolean	YES	v_lunch_orders_unified
	base_price	numeric	YES	v_lunch_orders_unified
	addons_total	numeric	YES	v_lunch_orders_unified
	final_price	numeric	YES	v_lunch_orders_unified
	quantity	integer	YES	v_lunch_orders_unified
	selected_garnishes	jsonb	YES	v_lunch_orders_unified
	configurable_selections	jsonb	YES	v_lunch_orders_unified
	parent_notes	text	YES	v_lunch_orders_unified
	selected_modifiers	jsonb	YES	v_lunch_orders_unified
	payment_flow_state	USER-DEFINED	YES	v_lunch_orders_unified
	final_target_type	text	YES	v_lunch_orders_unified
	category_name_resolved	character varying	YES	v_lunch_orders_unified
	category_icon_resolved	character varying	YES	v_lunch_orders_unified
	category_color_resolved	character varying	YES	v_lunch_orders_unified
	category_target_type	character varying	YES	v_lunch_orders_unified
	is_active_unified	boolean	YES	v_lunch_orders_unified
	parent_id	uuid	YES	v_parent_unread_count
	unread_count	bigint	YES	v_parent_unread_count
	id	uuid	YES	v_product_stock_bitacora
	product_id	uuid	YES	v_product_stock_bitacora
	school_id	uuid	YES	v_product_stock_bitacora
	quantity_delta	integer	YES	v_product_stock_bitacora
	delta_label	text	YES	v_product_stock_bitacora
	occurred_at_lima	text	YES	v_product_stock_bitacora
	created_at	timestamp with time zone	YES	v_product_stock_bitacora
	id	uuid	YES	v_promotions_runtime_status
	name	character varying	YES	v_promotions_runtime_status
	active	boolean	YES	v_promotions_runtime_status
	valid_from	date	YES	v_promotions_runtime_status
	valid_until	date	YES	v_promotions_runtime_status
	runtime_status	text	YES	v_promotions_runtime_status
	is_active_now	boolean	YES	v_promotions_runtime_status
	transaction_id	uuid	YES	v_transaction_detail_view
	detail_json	jsonb	YES	v_transaction_detail_view
	recharge_request_id	uuid	YES	view_recharge_ledger
	auditoria_voucher_id	uuid	YES	view_recharge_ledger
	student_id	uuid	YES	view_recharge_ledger
	parent_id	uuid	YES	view_recharge_ledger
	school_id	uuid	YES	view_recharge_ledger
	recharge_status	text	YES	view_recharge_ledger
	request_type	text	YES	view_recharge_ledger
	reference_code	text	YES	view_recharge_ledger
	recharge_payment_method	text	YES	view_recharge_ledger
	voucher_url	text	YES	view_recharge_ledger
	nro_operacion	character varying	YES	view_recharge_ledger
	monto_detectado	numeric	YES	view_recharge_ledger
	fecha_pago_detectada	timestamp with time zone	YES	view_recharge_ledger
	estado_ia	USER-DEFINED	YES	view_recharge_ledger
	voucher_subido_por	uuid	YES	view_recharge_ledger
	recharge_created_at	timestamp with time zone	YES	view_recharge_ledger
	recharge_approved_at	timestamp with time zone	YES	view_recharge_ledger
	recharge_effective_at	timestamp with time zone	YES	view_recharge_ledger
	recharge_amount	numeric	YES	view_recharge_ledger
	consumed_from_this_recharge	numeric	YES	view_recharge_ledger
	recharge_remaining	numeric	YES	view_recharge_ledger
	consumed_total_student	numeric	YES	view_recharge_ledger
	recharge_remaining_student	numeric	YES	view_recharge_ledger
	deuda_id	text	YES	view_student_debts
	student_id	uuid	YES	view_student_debts
	teacher_id	uuid	YES	view_student_debts
	manual_client_name	text	YES	view_student_debts
	school_id	uuid	YES	view_student_debts
	monto	numeric	YES	view_student_debts
	descripcion	text	YES	view_student_debts
	fecha	timestamp with time zone	YES	view_student_debts
	fuente	text	YES	view_student_debts
	es_almuerzo	boolean	YES	view_student_debts
	metadata	jsonb	YES	view_student_debts
	ticket_code	text	YES	view_student_debts
gen_random_uuid()	id	uuid	NO	wallet_transactions
	student_id	uuid	NO	wallet_transactions
	school_id	uuid	NO	wallet_transactions
	amount	numeric	NO	wallet_transactions
	type	text	NO	wallet_transactions
	origin_transaction_id	uuid	YES	wallet_transactions
	origin_lunch_order_id	uuid	YES	wallet_transactions
	applied_to_session_id	uuid	YES	wallet_transactions
	applied_to_tx_id	uuid	YES	wallet_transactions
	description	text	YES	wallet_transactions
	created_by	uuid	YES	wallet_transactions
now()	created_at	timestamp with time zone	NO	wallet_transactions
gen_random_uuid()	id	uuid	NO	weekly_menus
	school_id	uuid	NO	weekly_menus
	date	date	NO	weekly_menus
	day_name	character varying	NO	weekly_menus
	breakfast	text	YES	weekly_menus
	snack_morning	text	YES	weekly_menus
	lunch	text	YES	weekly_menus
	snack_afternoon	text	YES	weekly_menus
true	is_visible	boolean	YES	weekly_menus
	visible_until	date	YES	weekly_menus
now()	created_at	timestamp with time zone	YES	weekly_menus
now()	updated_at	timestamp with time zone	YES	weekly_menus
	id	uuid	YES	z_bk_estudiantes_mayo
	parent_id	uuid	YES	z_bk_estudiantes_mayo
	full_name	text	YES	z_bk_estudiantes_mayo
	grade	text	YES	z_bk_estudiantes_mayo
	balance	numeric	YES	z_bk_estudiantes_mayo
	daily_limit	numeric	YES	z_bk_estudiantes_mayo
	created_at	timestamp with time zone	YES	z_bk_estudiantes_mayo
	photo_url	text	YES	z_bk_estudiantes_mayo
	section	character varying	YES	z_bk_estudiantes_mayo
	is_active	boolean	YES	z_bk_estudiantes_mayo
	name	character varying	YES	z_bk_estudiantes_mayo
	school_id	uuid	YES	z_bk_estudiantes_mayo
	free_account	boolean	YES	z_bk_estudiantes_mayo
	level_id	uuid	YES	z_bk_estudiantes_mayo
	classroom_id	uuid	YES	z_bk_estudiantes_mayo
	weekly_limit	numeric	YES	z_bk_estudiantes_mayo
	monthly_limit	numeric	YES	z_bk_estudiantes_mayo
	limit_type	character varying	YES	z_bk_estudiantes_mayo
	is_temporary	boolean	YES	z_bk_estudiantes_mayo
	temporary_classroom_name	character varying	YES	z_bk_estudiantes_mayo
	temporary_notes	text	YES	z_bk_estudiantes_mayo
	kiosk_disabled	boolean	YES	z_bk_estudiantes_mayo
	wallet_balance	numeric	YES	z_bk_estudiantes_mayo
	current_period_spent	numeric	YES	z_bk_estudiantes_mayo
	next_reset_date	timestamp with time zone	YES	z_bk_estudiantes_mayo
	recharge_enabled	boolean	YES	z_bk_estudiantes_mayo
	id	uuid	YES	z_bk_items_mayo
	transaction_id	uuid	YES	z_bk_items_mayo
	product_id	uuid	YES	z_bk_items_mayo
	product_name	text	YES	z_bk_items_mayo
	quantity	integer	YES	z_bk_items_mayo
	unit_price	numeric	YES	z_bk_items_mayo
	subtotal	numeric	YES	z_bk_items_mayo
	created_at	timestamp with time zone	YES	z_bk_items_mayo
	is_custom_sale	boolean	YES	z_bk_items_mayo
	id	uuid	YES	z_bk_perfiles_mayo
	email	text	YES	z_bk_perfiles_mayo
	full_name	text	YES	z_bk_perfiles_mayo
	created_at	timestamp with time zone	YES	z_bk_perfiles_mayo
	role	text	YES	z_bk_perfiles_mayo
	phone	text	YES	z_bk_perfiles_mayo
	pos_number	integer	YES	z_bk_perfiles_mayo
	ticket_prefix	text	YES	z_bk_perfiles_mayo
	school_id	uuid	YES	z_bk_perfiles_mayo
	free_account_onboarding_completed	boolean	YES	z_bk_perfiles_mayo
	phone_1	text	YES	z_bk_perfiles_mayo
	address	text	YES	z_bk_perfiles_mayo
	document_type	text	YES	z_bk_perfiles_mayo
	document_number	text	YES	z_bk_perfiles_mayo
	updated_at	timestamp with time zone	YES	z_bk_perfiles_mayo
	custom_schools	ARRAY	YES	z_bk_perfiles_mayo
	admin_password	text	YES	z_bk_perfiles_mayo
	is_active	boolean	YES	z_bk_perfiles_mayo
	is_temp_password	boolean	YES	z_bk_perfiles_mayo
	saved_ruc	text	YES	z_bk_perfiles_mayo
	saved_razon_social	text	YES	z_bk_perfiles_mayo
	saved_direccion_fiscal	text	YES	z_bk_perfiles_mayo
	saved_email_fiscal	text	YES	z_bk_perfiles_mayo
	preferred_invoice_type	text	YES	z_bk_perfiles_mayo
	id	uuid	YES	z_bk_precios_mayo
	product_id	uuid	YES	z_bk_precios_mayo
	school_id	uuid	YES	z_bk_precios_mayo
	price_sale	numeric	YES	z_bk_precios_mayo
	price_cost	numeric	YES	z_bk_precios_mayo
	is_available	boolean	YES	z_bk_precios_mayo
	created_at	timestamp with time zone	YES	z_bk_precios_mayo
	updated_at	timestamp with time zone	YES	z_bk_precios_mayo
	id	uuid	YES	z_bk_productos_mayo
	name	text	YES	z_bk_productos_mayo
	price	numeric	YES	z_bk_productos_mayo
	category	text	YES	z_bk_productos_mayo
	image_url	text	YES	z_bk_productos_mayo
	active	boolean	YES	z_bk_productos_mayo
	created_at	timestamp with time zone	YES	z_bk_productos_mayo
	price_cost	numeric	YES	z_bk_productos_mayo
	price_sale	numeric	YES	z_bk_productos_mayo
	has_stock	boolean	YES	z_bk_productos_mayo
	has_igv	boolean	YES	z_bk_productos_mayo
	wholesale_qty	integer	YES	z_bk_productos_mayo
	wholesale_price	numeric	YES	z_bk_productos_mayo
	school_ids	ARRAY	YES	z_bk_productos_mayo
	stock_initial	integer	YES	z_bk_productos_mayo
	stock_min	integer	YES	z_bk_productos_mayo
	has_expiry	boolean	YES	z_bk_productos_mayo
	expiry_days	integer	YES	z_bk_productos_mayo
	has_wholesale	boolean	YES	z_bk_productos_mayo
	total_sales	integer	YES	z_bk_productos_mayo
	code	text	YES	z_bk_productos_mayo
	description	text	YES	z_bk_productos_mayo
	stock_control_enabled	boolean	YES	z_bk_productos_mayo
	is_verified	boolean	YES	z_bk_productos_mayo
	family_id	uuid	YES	z_bk_productos_mayo
	subfamily_id	uuid	YES	z_bk_productos_mayo
	moq	integer	YES	z_bk_productos_mayo
	min_stock	integer	YES	z_bk_productos_mayo
	is_active	boolean	YES	z_bk_productos_mayo
	updated_at	timestamp with time zone	YES	z_bk_productos_mayo
	id	uuid	YES	z_bk_transacciones_mayo
	student_id	uuid	YES	z_bk_transacciones_mayo
	type	text	YES	z_bk_transacciones_mayo
	amount	numeric	YES	z_bk_transacciones_mayo
	description	text	YES	z_bk_transacciones_mayo
	created_at	timestamp with time zone	YES	z_bk_transacciones_mayo
	ticket_code	text	YES	z_bk_transacciones_mayo
	balance_after	numeric	YES	z_bk_transacciones_mayo
	created_by	uuid	YES	z_bk_transacciones_mayo
	is_deleted	boolean	YES	z_bk_transacciones_mayo
	has_error	boolean	YES	z_bk_transacciones_mayo
	error_message	text	YES	z_bk_transacciones_mayo
	school_id	uuid	YES	z_bk_transacciones_mayo
	is_billed	boolean	YES	z_bk_transacciones_mayo
	billing_payment_id	uuid	YES	z_bk_transacciones_mayo
	payment_status	text	YES	z_bk_transacciones_mayo
	payment_method	text	YES	z_bk_transacciones_mayo
	teacher_id	uuid	YES	z_bk_transacciones_mayo
	manual_client_name	character varying	YES	z_bk_transacciones_mayo
	metadata	jsonb	YES	z_bk_transacciones_mayo
	operation_number	character varying	YES	z_bk_transacciones_mayo
	paid_with_mixed	boolean	YES	z_bk_transacciones_mayo
	cash_amount	numeric	YES	z_bk_transacciones_mayo
	card_amount	numeric	YES	z_bk_transacciones_mayo
	yape_amount	numeric	YES	z_bk_transacciones_mayo
	ticket_number	character varying	YES	z_bk_transacciones_mayo
	document_type	character varying	YES	z_bk_transacciones_mayo
	invoice_client_name	text	YES	z_bk_transacciones_mayo
	invoice_client_dni_ruc	character varying	YES	z_bk_transacciones_mayo
	invoice_id	uuid	YES	z_bk_transacciones_mayo
	is_taxable	boolean	YES	z_bk_transacciones_mayo
	billing_status	text	YES	z_bk_transacciones_mayo
	billing_processing_at	timestamp with time zone	YES	z_bk_transacciones_mayo
	cash_session_id	uuid	YES	z_bk_transacciones_mayo
	payment_session_id	uuid	YES	z_bk_transacciones_mayo
	gateway_reference_id	text	YES	z_bk_transacciones_mayo
	gateway_transaction_id	text	YES	z_bk_transacciones_mayo
	report_op_seq	bigint	YES	z_bk_transacciones_mayo
	id	uuid	YES	z_bk_ventas_mayo
	transaction_id	text	YES	z_bk_ventas_mayo
	student_id	uuid	YES	z_bk_ventas_mayo
	school_id	uuid	YES	z_bk_ventas_mayo
	cashier_id	uuid	YES	z_bk_ventas_mayo
	total	numeric	YES	z_bk_ventas_mayo
	subtotal	numeric	YES	z_bk_ventas_mayo
	discount	numeric	YES	z_bk_ventas_mayo
	payment_method	text	YES	z_bk_ventas_mayo
	cash_received	numeric	YES	z_bk_ventas_mayo
	change_given	numeric	YES	z_bk_ventas_mayo
	items	jsonb	YES	z_bk_ventas_mayo
	created_at	timestamp with time zone	YES	z_bk_ventas_mayo
	updated_at	timestamp with time zone	YES	z_bk_ventas_mayo
	teacher_id	uuid	YES	z_bk_ventas_mayo
